Annotator,Paper,Cited-by,Follow-up,Citing Sentence,Tagged Sentence
A,P04-1015,E06-1011,0,"Online learning algorithms have been shown to be robust even with approximate rather than exact inference in problems such as word alignment (Moore, 2005), sequence analysis (Daum´e and Marcu, 2005; McDonald et al., 2005a) and phrase-structure parsing (Collins and Roark, 2004).","Online learning algorithms have been shown to be robust even with approximate rather than exact inference in problems such as word alignment REF, sequence analysis REF and phrase-structure parsing TREF."
A,P04-1015,P05-1023,2,"In particular, most of the work on parsing with kernel methods has focussed on kernels over parse trees (Collins and Duffy, 2002; Shen and Joshi, 2003; Shen et al., 2003; Collins and Roark, 2004). For comparison to previous results, table 2 lists the results on the testing set for our best model (TOP-Efficient-Freq≥20) and several other statistical parsers (Collins, 1999; Collins and Duffy, 2002; Collins and Roark, 2004; Henderson, 2003; Charniak, 2000; Collins, 2000; Shen and Joshi, 2004; Shen et al., 2003; Henderson, 2004; Bod, 2003). When compared to other kernel methods, our approach performs better than those based on the Tree kernel (Collins and Duffy, 2002; Collins and Roark, 2004), and is only 0.2% worse than the best results achieved by a kernel method for parsing (Shen et al., 2003; Shen and Joshi, 2004).","In particular, most of the work on parsing with kernel methods has focussed on kernels over parse trees (GTREF). For comparison to previous results, table 2 lists the results on the testing set for our best model (TOP-Efficient-Freq≥20) and several other statistical parsers (GTREF). When compared to other kernel methods, our approach performs better than those based on the Tree kernel (GTREF), and is only 0.2% worse than the best results achieved by a kernel method for parsing REF."
A,P04-1015,P06-1096,0,"Perceptron-based training To tune the parameters w of the model, we use the averaged perceptron algorithm (Collins, 2002) because of its efficiency and past success on various NLP tasks (Collins and Roark, 2004; Roark et al., 2004).","Perceptron-based training To tune the parameters w of the model, we use the averaged perceptron algorithm TREF because of its efficiency and past success on various NLP tasks (GTREF)."
A,P04-1015,P11-1069,1,"Following recent work applying global discriminative models to large-scale structured prediction problems (Collins and Roark, 2004; Miyao and Tsujii, 2005; Clark and Curran, 2007; Finkel et al., 2008), we build our shift-reduce parser using a global linear model, and compare it with the chartbased C&C parser. Following Collins and Roark (2004), we apply the “early update” strategy to perceptron training: at any step during decoding, if neither the candidate output nor any item in the agenda is correct, decoding is stopped and the parameters are updated using the current highest scored item in the agenda or the candidate output, whichever has the higher score.","Following recent work applying global discriminative models to large-scale structured prediction problems (GTREF), we build our shift-reduce parser using a global linear model, and compare it with the chartbased C&C parser. Following TREF, we apply the “early update” strategy to perceptron training: at any step during decoding, if neither the candidate output nor any item in the agenda is correct, decoding is stopped and the parameters are updated using the current highest scored item in the agenda or the candidate output, whichever has the higher score."
A,P04-1015,J07-4004,0,"Another alternative for future work is to compare the dynamic programming approach taken here with the beam-search approach of Collins and Roark (2004), which allows more “global” features.","Another alternative for future work is to compare the dynamic programming approach taken here with the beam-search approach of TREF, which allows more “global” features."
A,P04-1054,C08-1088,1,"Therefore, researchers turn to kernel-based methods, which avoids the burden of feature engineering through computing the similarity of two discrete objects (e.g. parse trees) directly. From prior work (Zelenko et al., 2003; Culotta and Sorensen, 2004; Bunescu and Mooney, 2005) to current research (Zhang et al., 2006; Zhou et al., 2007), kernel methods have been showing more and more potential in relation extraction. While kernel methods using the dependency tree (Culotta and Sorensen, 2004) and the shortest dependency path (Bunescu and Mooney, 2005) suffer from low recall performance, convolution tree kernels (Zhang et al., 2006; Zhou et al., 2007) over syntactic parse trees achieve comparable or even better performance than feature-based methods. Culotta and Sorensen (2004) proposed a slightly generalized version of this kernel between dependency trees, in which a successful match of two relation instances requires the nodes to be at the same layer and in the identical path starting from the roots to the current nodes. Similar to Culotta and Sorensen (2004), this method also suffers from high precision but low recall.","Therefore, researchers turn to kernel-based methods, which avoids the burden of feature engineering through computing the similarity of two discrete objects (e.g. parse trees) directly. From prior work (GTREF) to current research REF, kernel methods have been showing more and more potential in relation extraction. While kernel methods using the dependency tree TREF and the shortest dependency path REF suffer from low recall performance, convolution tree kernels REF over syntactic parse trees achieve comparable or even better performance than feature-based methods. TREF proposed a slightly generalized version of this kernel between dependency trees, in which a successful match of two relation instances requires the nodes to be at the same layer and in the identical path starting from the roots to the current nodes. Similar to TREF, this method also suffers from high precision but low recall."
A,P04-1054,P06-1104,2,"In relation extraction, typical work on kernel methods includes: Zelenko et al. (2003), Culotta and Sorensen (2004) and Bunescu and Mooney (2005). Related Work Many techniques on relation extraction, such as rule-based (MUC, 1987-1998; Miller et al., 2000), feature-based (Kambhatla 2004; Zhou et al., 2005) and kernel-based (Zelenko et al., 2003; Culotta and Sorensen, 2004; Bunescu and Mooney, 2005), have been proposed in the literature. Culotta and Sorensen (2004) generalized it to estimate similarity between dependency trees. Therefore, although this kernel shows performance improvement over the previous one (Culotta and Sorensen, 2004), the constraint makes the two dependency kernels share the similar behavior: good precision but much lower recall on the ACE corpus. This may be due to two reasons: 1) the dependency tree (Culotta and Sorensen, 2004) and the shortest path (Bunescu and Mooney, 2005) lack the internal hierarchical phrase structure information, so their corresponding kernels can only carry out node-matching directly over the nodes with word tokens; 2) the parse tree kernel has less constraints. Compared with Previous Kernels: Since our method only counts the occurrence of each sub-tree without considering the layer and the ancestors of the root node of the sub-tree, our method is not limited by the constraints (identical layer and ancestors for the matchable nodes, as discussed in Section 2) in Culotta and Sorensen (2004).","In relation extraction, typical work on kernel methods includes: REF, TREF and REF. Related Work Many techniques on relation extraction, such as rule-based REF, feature-based REF and kernel-based (GTREF), have been proposed in the literature. TREF generalized it to estimate similarity between dependency trees. Therefore, although this kernel shows performance improvement over the previous one TREF, the constraint makes the two dependency kernels share the similar behavior: good precision but much lower recall on the ACE corpus. This may be due to two reasons: 1) the dependency tree TREF and the shortest path REF lack the internal hierarchical phrase structure information, so their corresponding kernels can only carry out node-matching directly over the nodes with word tokens; 2) the parse tree kernel has less constraints. Compared with Previous Kernels: Since our method only counts the occurrence of each sub-tree without considering the layer and the ancestors of the root node of the sub-tree, our method is not limited by the constraints (identical layer and ancestors for the matchable nodes, as discussed in Section 2) in TREF."
A,P04-1054,P08-2023,0,Culotta and Sorensen (2004) extended this work to estimate similarity between augmented dependency trees.,TREF extended this work to estimate similarity between augmented dependency trees.
A,P06-1114,S12-1065,0,"During the last years, many authors have focused on resolving TE detection, as solutions to this problem have proved to be useful in many natural language processing tasks, such as question answering (Harabagiu and Hickl, 2006) or machine translation (MT) (Mirkin et al., 2009; Pado et al., 2009).","During the last years, many authors have focused on resolving TE detection, as solutions to this problem have proved to be useful in many natural language processing tasks, such as question answering TREF or machine translation (MT) REF."
A,P06-1114,C10-1087,0,"TE has been successfully applied to a variety of natural language processing applications, including information extraction (Romano et al., 2006) and question answering (Harabagiu and Hickl, 2006).","TE has been successfully applied to a variety of natural language processing applications, including information extraction REF and question answering TREF."
A,P06-1114,P08-1081,0,"Extensive research has been done in questionanswering, e.g. (Berger et al., 2000; Jeon et al., 2005; Cui et al., 2005; Harabagiu and Hickl, 2006; Dang et al., 2007).","Extensive research has been done in questionanswering, e.g. (GTREF)."
A,P07-1033,C08-1003,1,"In order to build models that perform well in new (target) domains we usually find two settings (Daume III, 2007). In the supervised setting, a recent paper by Daume III (2007) shows that, using a very simple ´ feature augmentation method coupled with Support Vector Machines, he is able to effectively use both labeled target and source data to provide the best results in a number of NLP tasks.","In order to build models that perform well in new (target) domains we usually find two settings TREF. In the supervised setting, a recent paper by TREF shows that, using a very simple ´ feature augmentation method coupled with Support Vector Machines, he is able to effectively use both labeled target and source data to provide the best results in a number of NLP tasks."
A,P07-1033,C10-1145,1,"To benefit from Wikipedia data, we introduce a domain adaption approach (Daumé III, 2007) which is suitable for this work since we have enough “target” domain data.","To benefit from Wikipedia data, we introduce a domain adaption approach TREF which is suitable for this work since we have enough “target” domain data."
A,P07-1033,J11-3002,1,"Inspired by recent work on domain adaptation, we tested whether the performance of the out-of-domain models can be improved when training includes a small amount of data from the target domain, by applying the method of Daume (2007).","Inspired by recent work on domain adaptation, we tested whether the performance of the out-of-domain models can be improved when training includes a small amount of data from the target domain, by applying the method of TREF."
A,P07-1033,P10-2056,3,"In this paper we investigate a recently proposed Bayesian adaptation approach (Daume III, 2007; Finkel and Manning, 2009) for adapting a conditional maximum entropy (ME) LM (Rosenfeld, 1996) to a new domain, given a large corpus of out-of-domain training data and a small corpus of in-domain data. Domain Adaptation of Maximum Entropy Models Recently, a hierarchical Bayesian adaptation method was proposed that can be applied to a large family of discriminative learning tasks (such as ME models, SVMs) (Daume III, 2007; Finkel and Manning, 2009). Discussion In this paper we have tested a hierarchical adaptation method (Daume III, 2007; Finkel and Manning, 2009) on building style-adapted LMs for speech recognition.","In this paper we investigate a recently proposed Bayesian adaptation approach (GTREF) for adapting a conditional maximum entropy (ME) LM REF to a new domain, given a large corpus of out-of-domain training data and a small corpus of in-domain data. Domain Adaptation of Maximum Entropy Models Recently, a hierarchical Bayesian adaptation method was proposed that can be applied to a large family of discriminative learning tasks (such as ME models, SVMs) (GTREF). Discussion In this paper we have tested a hierarchical adaptation method (GTREF) on building style-adapted LMs for speech recognition."
A,P07-1033,P13-2012,1,"For extra training data, we pool material from different datasets and use the multi-domain split feature space approach to learn dataset specific behaviors (Daume, 2007).","For extra training data, we pool material from different datasets and use the multi-domain split feature space approach to learn dataset specific behaviors TREF."
A,P07-1056,C08-1135,0,Blitzer et al. (2007) investigate domain adaptation for sentiment classifiers using structural correspondence learning,TREF investigate domain adaptation for sentiment classifiers using structural correspondence learning
A,P07-1056,P08-2059,2,"We selected four binary NLP datasets for evaluation: 20 Newsgroups1 and Reuters (Lewis et al., 2004) (used by Tong and Koller) and sentiment classification (Blitzer et al., 2007) and spam (Bickel, 2006). For each dataset we extracted binary unigram features and sentiment was prepared according to Blitzer et al. (2007).",We selected four binary NLP datasets for evaluation: 20 Newsgroups1 and Reuters REF (used by Tong and Koller) and sentiment classification TREF and spam REF. For each dataset we extracted binary unigram features and sentiment was prepared according to TREF.
A,P07-1056,P08-2065,2,"It is worth noting that Blitzer et al. (2007) deal with the domain adaptation problem for sentiment classification where labeled data from one domain is used to train a classifier for classifying data from a different domain. As the training data from DVDs is much more similar to books than that from kitchen (Blitzer et al., 2007), we should give the data from DVDs a higher weight. Although the size of our training data are smaller than that reported in Blitzer et al.(2007) (70% vs. 80%), the classification performance is comparative to theirs.","It is worth noting that TREF deal with the domain adaptation problem for sentiment classification where labeled data from one domain is used to train a classifier for classifying data from a different domain. As the training data from DVDs is much more similar to books than that from kitchen TREF, we should give the data from DVDs a higher weight. Although the size of our training data are smaller than that reported in TREF (70% vs. 80%), the classification performance is comparative to theirs."
A,P07-1056,P11-1014,3,"Work in cross-domain sentiment classification (Blitzer et al., 2007) focuses on the challenge of training a classifier from one or more domains (source domains) and applying the trained classi- fier in a different domain (target domain).  Previous work on sentiment classification has shown that both unigrams and bigrams are useful for training a sentiment classifier (Blitzer et al., 2007). Experiments 5.1 Dataset To evaluate our method we use the cross-domain sentiment classification dataset prepared by Blitzer et al. (2007).  Effect of Feature Expansion To study the effect of feature expansion at train time compared to test time, we used Amazon reviews for two further domains, music and video, which were also collected by Blitzer et al. (2007) but are not part of the benchmark dataset. Blitzer et al. (2007) apply the structural correspondence learning (SCL) algorithm to train a crossdomain sentiment classifier.","Work in cross-domain sentiment classification TREF focuses on the challenge of training a classifier from one or more domains (source domains) and applying the trained classi- fier in a different domain (target domain).  Previous work on sentiment classification has shown that both unigrams and bigrams are useful for training a sentiment classifier TREF. Experiments 5.1 Dataset To evaluate our method we use the cross-domain sentiment classification dataset prepared by TREF. Effect of Feature Expansion To study the effect of feature expansion at train time compared to test time, we used Amazon reviews for two further domains, music and video, which were also collected by TREF but are not part of the benchmark dataset. TREF apply the structural correspondence learning (SCL) algorithm to train a crossdomain sentiment classifier."
A,P08-2026,P11-2049,0,"In addition, such an approach relies heavily on the availability of accurately parsed sentences, which could be problematic for domains such as biomedical texts (Clegg and Shepherd, 2007; McClosky and Charniak, 2008).","In addition, such an approach relies heavily on the availability of accurately parsed sentences, which could be problematic for domains such as biomedical texts (GTREF)."
A,P09-1113,D10-1099,2,"Here in place of annotated text, only an existing knowledge base (KB) is needed to train a relation extractor (Mintz et al., 2009; Bunescu and Mooney, 2007; Riedel et al., 2010). This room is not as large as in previous work (Mintz et al., 2009) where target text and training KB are closely related. First we follow Mintz et al. (2009), use Freebase as source of distant supervision, and employ Wikipedia as source of unlabelled text—we will call this an in-domain setting. We will follow (Mintz et al., 2009) and call the term R (c1, . . . cn) with c ∈ R a relation instance. Following previous work (Mintz et al., 2009; Zelenko et al., 2003; Culotta and Sorensen, 2004) we make one more simplifying assumption: every candidate tuple can be member of at most one relation. On the other end, we have methods that take relation mentions from several documents and use these as input features (Mintz et al., 2009; Bunescu and Mooney, 2007).  Mintz et al. (2009) refer to this as the distant supervision assumption. On inspection, we find that these preferences are often not satis- fied in a baseline distant supervision system akin to Mintz et al. (2009). The feature functions of this template are taken from Mintz et al. (2009). Our work is inspired by Mintz et al. (2009) who also use Freebase as distant supervision source. We also heuristically align our knowledge base to text by making the distant supervision assumption (Bunescu and Mooney, 2007; Mintz et al., 2009). Experimental Setup We follow Mintz et al. (2009) and perform two types of evaluation: held-out and manual. For each candidate tuple c with arity 2 and each of its mention tuples i we extract a set of features Xi c similar to those used in (Mintz et al., 2009): lexical, Part-Of-Speech (POS), named entity and syntactic features, i.e. features obtained from the dependency parsing tree of a sentence. As our baseline, and roughly equivalent to previous work (Mintz et al., 2009), we pick the templates TBias and TMen. This is similar to the setting of Mintz et al. (2009).","Here in place of annotated text, only an existing knowledge base (KB) is needed to train a relation extractor (GTREF). This room is not as large as in previous work TREF where target text and training KB are closely related. First we follow TREF, use Freebase as source of distant supervision, and employ Wikipedia as source of unlabelled text—we will call this an in-domain setting. We will follow TREF and call the term R (c1, . . . cn) with c ∈ R a relation instance. Following previous work (GTREF) we make one more simplifying assumption: every candidate tuple can be member of at most one relation. On the other end, we have methods that take relation mentions from several documents and use these as input features (GTREF).  TREF refer to this as the distant supervision assumption. On inspection, we find that these preferences are often not satis- fied in a baseline distant supervision system akin to TREF. The feature functions of this template are taken from TREF. Our work is inspired by TREF who also use Freebase as distant supervision source. We also heuristically align our knowledge base to text by making the distant supervision assumption (GTREF). Experimental Setup We follow TREF and perform two types of evaluation: held-out and manual. For each candidate tuple c with arity 2 and each of its mention tuples i we extract a set of features Xi c similar to those used in TREF: lexical, Part-Of-Speech (POS), named entity and syntactic features, i.e. features obtained from the dependency parsing tree of a sentence. As our baseline, and roughly equivalent to previous work TREF, we pick the templates TBias and TMen. This is similar to the setting of TREF."
A,P09-1113,P12-1076,3,"A particularly attractive approach, called distant supervision (DS), creates labeled data by heuristically aligning entities in text with those in a knowledge base, such as Freebase (Mintz et al., 2009). We applied our method to Wikipedia articles using Freebase as a knowledge base and found that (i) our model identified patterns expressing a given relation more accurately than baseline methods and (ii) our method led to better extraction performance than the original DS (Mintz et al., 2009) and MultiR (Hoffmann et al., 2011), which is a state-of-the-art multiinstance learning system for relation extraction (see Section 7). Our work was inspired by Mintz et al. (2009) who used Freebase as a knowledge base by making the DS assumption and trained relation extractors on Wikipedia. Dataset Following Mintz et al. (2009), we carried out our experiments using Wikipedia as the target corpus and Freebase (September, 2009, (Google, 2009)) as the knowledge base. Following Mintz et al. (2009), we performed an automatic held-out evaluation and a manual evaluation. Configuration of Classifiers Following Mintz et al. (2009), we used a multiclass logistic classifier optimized using L-BFGS with Gaussian regularization to classify entity pairs to the predefined 24 relations and NONE. We used syntactic features (i.e., features obtained from the dependency parse tree of a sentence) and lexical features, and entity types, which essentially correspond to the ones developed by Mintz et al. (2009).","A particularly attractive approach, called distant supervision (DS), creates labeled data by heuristically aligning entities in text with those in a knowledge base, such as Freebase TREF. We applied our method to Wikipedia articles using Freebase as a knowledge base and found that (i) our model identified patterns expressing a given relation more accurately than baseline methods and (ii) our method led to better extraction performance than the original DS TREF and MultiR REF, which is a state-of-the-art multiinstance learning system for relation extraction (see Section 7). Our work was inspired by TREF who used Freebase as a knowledge base by making the DS assumption and trained relation extractors on Wikipedia. Dataset Following TREF, we carried out our experiments using Wikipedia as the target corpus and Freebase (September, 2009, REF) as the knowledge base. Following TREF, we performed an automatic held-out evaluation and a manual evaluation. Configuration of Classifiers Following TREF, we used a multiclass logistic classifier optimized using L-BFGS with Gaussian regularization to classify entity pairs to the predefined 24 relations and NONE. We used syntactic features (i.e., features obtained from the dependency parse tree of a sentence) and lexical features, and entity types, which essentially correspond to the ones developed by TREF."
A,P09-1113,N13-1008,2,"Here one aligns existing database records with the sentences in which these records have been “rendered”––effectively labeling the text—and from this labeling we can train a machine learning system as before (Craven and Kumlien, 1999; Mintz et al., 2009; Bunescu and Mooney, 2007; Riedel et al., 2010). Distant Supervision In Distant Supervision (DS) a set of facts from pre-existing structured sources is aligned with surface patterns mentioned in text (Bunescu and Mooney, 2007; Mintz et al., 2009; Riedel et al., 2010; Hoffmann et al., 2011; Surdeanu et al., 2012), and this alignment is then used to train a relation extractor. Our first baseline is MI09, a distantly supervised classifier based on the work of Mintz et al. (2009).","Here one aligns existing database records with the sentences in which these records have been “rendered”––effectively labeling the text—and from this labeling we can train a machine learning system as before (GTREF). Distant Supervision In Distant Supervision (DS) a set of facts from pre-existing structured sources is aligned with surface patterns mentioned in text (GTREF), and this alignment is then used to train a relation extractor. Our first baseline is MI09, a distantly supervised classifier based on the work of TREF."
A,P11-2071,D12-1003,1,"Some of the previous methods tried to alleviate the problem of the limited seed lexicon size (Koehn and Knight, 2002; Morin and Prochasson, 2011; Hazem et al., 2011), while others did not require any seed lexicon (Rapp, 1995; Fung, 1995; Haghighi et al., 2008; Ismail and Manandhar, 2010; Daume III and Jagarlamudi, 2011).","Some of the previous methods tried to alleviate the problem of the limited seed lexicon size REF, while others did not require any seed lexicon (GTREF)."
A,P11-2071,D12-1025,0,"Some researchers have attempted to do this by adding a domain specific dictionary (Wu et al., 2008), or mining unseen words (Daume and Jagarlamudi, 2011) using one of several translation lexicon induction techniques (Haghighi et al., 2008; Koehn and Knight, 2002; Rapp, 1995).","Some researchers have attempted to do this by adding a domain specific dictionary REF, or mining unseen words TREF using one of several translation lexicon induction tech_x0002_niques REF."
A,P11-2071,D13-1109,2,Daume III and Jagarlamudi (2011) mine translations for high frequency OOV words in NEWdomain text in order to do domain adaptation.,TREF mine translations for high frequency OOV words in NEWdomain text in order to do domain adaptation.
A,P11-2071,P13-2072,0,"When a linear model does not fit well, researchers are careful to manually add important feature conjunctions, as for example, (Daume III and Jagarlamudi, 2011; Clark et al., 2012).","When a linear model does not fit well, researchers are careful to manually add important feature conjunctions, as for example, (GTREF)."
A,P94-1013,W95-0104,3,"Yarowsky [1994] has exploited this complementarity by combining the two methods using 
decision lists. The idea is to pool the evidence provided by the component methods, and to then 
solve a target problem by applying the single strongest piece of evidence, whatever type it happens 
to be.","TREF has exploited this complementarity by combining the two methods using 
decision lists. The idea is to pool the evidence provided by the component methods, and to then 
solve a target problem by applying the single strongest piece of evidence, whatever type it happens 
to be."
A,P95-1026,W99-0613,3,"The first method uses a similar algorithm to that of (Yarowsky 95), with modifications motivated by (Blum and Mitchell 98). Recent results (e.g., (Yarowsky 95; Brill 95; Blum and Mitchell 98)) have suggested that unlabeled data can be used quite profitably in reducing the need for supervision. The first method builds on results from (Yarowsky 95) and (Blum and Mitchell 98). (Yarowsky 95) describes an algorithm for word-sense disambiguation that exploits redundancy in contextual features, and gives impressive performance. The approach builds from an initial seed set for a category, and is quite similar to the decision list approach described in (Yarowsky 95). Unsupervised Algorithms based on Decision Lists 3.1 Supervised Decision List Learning The first unsupervised algorithm we describe is based on the decision list method from (Yarowsky 95). (Yarowsky 95) describes the use of more sophisticated smoothing methods. The Algorithm in (Yarowsky 95) We can now compare this algorithm to that of (Yarowsky 95). It was motivated by the observation that the (Yarowsky 95) algorithm added a very large number of rules in the first few iterations.","The first method uses a similar algorithm to that of TREF. Recent results (e.g., (GTREF) have suggested that unlabeled data can be used quite profitably in reducing the need for supervision. The first method builds on results from TREF and REF. TREF describes an algorithm for word-sense disambiguation that exploits redundancy in contextual features, and gives impressive performance. The approach builds from an initial seed set for a category, and is quite similar to the decision list approach described in TREF. Unsupervised Algorithms based on Decision Lists 3.1 Supervised Decision List Learning The first unsupervised algorithm we describe is based on the decision list method from TREF. TREF describes the use of more sophisticated smoothing methods. The Algorithm in TREF We can now compare this algorithm to that of TREF. It was motivated by the observation that the TREF algorithm added a very large number of rules in the first few iterations."
A,P95-1026,P02-1046,3,"The plenitude of unlabeled natural language data, and the paucity of labeled data, have made bootstrapping a topic of interest in computational linguistics. Current work has been spurred by two papers, (Yarowsky, 1995) and (Blum and Mitchell, 1998).","The plenitude of unlabeled natural language data, and the paucity of labeled data, have made bootstrapping a topic of interest in computational linguistics. Current work has been spurred by two papers, TREF and REF."
A,P95-1026,J04-3004,3,The Yarowsky (1995) algorithm was one of the first bootstrapping algorithms to become widely known in computational linguistics.,The TREF algorithm was one of the first bootstrapping algorithms to become widely known in computational linguistics.
A,P95-1026,P01-1008,0,"This method of co-training has been previously applied to a variety of natural language tasks, such as word sense disambiguation (Yarowsky, 1995), lexicon construction for information extraction (Riloff and Jones, 1999), and named entity classification (Collins and Singer, 1999).","This method of co-training has been previously applied to a variety of natural language tasks, such as word sense disambiguation TREF, lexicon construction for information ex_x005f_x005f_x0002_traction REF, and named en_x0002_tity classification REF."
A,P95-1026,C08-1135,0,"Yarowsky (1995) describes a 'semi-unsupervised' approach to the problem of sense disambiguation of words, also using a set of initial seeds, in this case a few high quality sense annotations.","TREF describes a 'semi-unsupervised' approach to the problem of sense disambiguation of words, also using a set of initial seeds, in this case a few high quality sense annotations."
A,P95-1026,P07-1125,0,Self-training is an alternative single-view algorithm in which a labelled pool is incrementally enlarged with unlabelled samples for which the learner is most confident. Early work by Yarowsky (1995) falls within this framework.,Self-training is an alternative single-view algorithm in which a labelled pool is incrementally enlarged with unlabelled samples for which the learner is most confident. Early work by TREF falls within this framework.
A,P96-1025,A00-2015,1,"Previous works on statistical dependency analysis include Fujio and Matsumoto (1998) and Haruno et al. (1998) in Japanese analysis as well as Lafferty et al. (1992), Eisner (1996), and Collins (1996) in English analysis. TOur modeling is slightly different from those of other standard approaches to statistical dependency analysis (Collins, 1996; Fujio and Matsumoto, 1998; Haruno et al., 1998) which simply distinguish the two cases: the case where dependency relation holds between the given two vp chunks or clauses, and the case where dependency relation does not hold. The model (b) corresponds to a model in which standard approaches to statistical dependency analysis (Collins, 1996; Fujio and Matsumoto, 1998; Haruno et al., 1998) are applied to our task of deciding dependency between two subordinate clauses. Fujio and Matsumoto (1998)'s lexicalized dependency analyzer is similar to that of Collins (1996), where various features were evaluated through performance test and an optimal feature set was manually selected.","Previous works on statistical dependency analysis include REF and REF in Japanese analysis as well as REF, REF, and TREF in English analysis. TOur modeling is slightly different from those of other standard approaches to statistical dependency analysis (GTREF) which simply distinguish the two cases: the case where dependency relation holds between the given two vp chunks or clauses, and the case where dependency relation does not hold. The model (b) corresponds to a model in which standard approaches to statistical dependency analysis (GTREF) are applied to our task of deciding dependency between two subordinate clauses. REF's lexicalized dependency analyzer is similar to that of TREF, where various features were evaluated through performance test and an optimal feature set was manually selected."
A,P96-1025,A97-1004,0,"Many freely available natural language processing tools require their input to be divided into sentences, but make no mention of how to accomplish this (e.g. (Brill, 1994; Collins, 1996)).","Many freely available natural language processing tools require their input to be divided into sentences, but make no mention of how to accomplish this (e.g. (GTREF)."
A,P96-1025,C00-1017,0,"Our investigation of these models was motivated rather by our desire to obtain a generalizable result for these simple and well-understood models, since obtaining similar results for more sophisticated models (e.g. (Collins, 1996; Ratnaparkhi, 1997)) might have been attributed to special properties of these models.","Our investigation of these models was motivated rather by our desire to obtain a generalizable result for these simple and well-understood models, since obtaining similar results for more sophisticated models (e.g. (GTREF) might have been attributed to special properties of these models."
A,P96-1025,C00-1029,0,"Further work will look at how to integrate probabilities such as p(cjv; r) into a model of dependency structure, similar to that of Collins (1996) and Collins (1997), which can be used for parse selection.","Further work will look at how to integrate probabilities such as p(cjv; r) into a model of dependency structure, similar to that of TREF and REF, which can be used for parse selection."
A,P96-1025,C00-1043,1,"Semantic and Logic Transformations Semantic Transformations Instead of producing only a phrasal parse for the question and answer, we make use of one of the new statistical parsers of large real-world text coverage (Collins, 1996). The label propagation rules are identical to the rules for mapping from trees to dependency structures used my Michael Collins (cf. (Collins, 1996)).","Semantic and Logic Transformations Semantic Transformations Instead of producing only a phrasal parse for the question and answer, we make use of one of the new statistical parsers of large real-world text coverage TREF. The label propagation rules are identical to the rules for mapping from trees to dependency structures used my Michael Collins (cf. TREF)."
A,P96-1025,C00-1051,1,"Note that, while we restrict our discussion to analysis of Japanese sentences in this paper, what we present below should also be straightforwardly applicable to more wideranged tasks such as English dependency analysis just like the problem setting considered by Collins (1996). Estimation of DPs Some of the state-of-the-art probabilistic language models such as the bottomup models P (Rjs) proposed by Collins (1996) and Fujio et al. (1998) directly estimate DPs for a given input, whereas other models such as PCFGbased topdown generation models P (R; s) do not (Charniak, 1997; Collins, 1997; Shirai et al., 1998). CHAGAKE (Fujio et al., 1998): an extension of the bottom-up model proposed by Collins (Collins, 1996).","Note that, while we restrict our discussion to analysis of Japanese sentences in this paper, what we present below should also be straightforwardly applicable to more wideranged tasks such as English dependency analysis just like the problem setting considered by TREF. Estimation of DPs Some of the state-of-the-art probabilistic language models such as the bottomup models P (Rjs) proposed by TREF and REF directly estimate DPs for a given input, whereas other models such as PCFGbased topdown generation models P (R; s) do not (GTREF). CHAGAKE REF: an extension of the bottom-up model proposed by Collins TREF."
A,P96-1025,C00-2141,0,"As the development of corpus linguistics, many statistics-based parsers were proposed, such as Magerman(1995)’s statistical decision tree parser, Collins(1996)’s bigram dependency model parser, Ratnaparkhi(1997)’s maximum entropy model parser.","As the development of corpus linguistics, many statistics-based parsers were proposed, such as REF’s statistical decision tree parser, TREF’s bigram dependency model parser, REF’s maximum entropy model parser."
A,P96-1025,C00-2146,0,"(Charniak, 1995; Collins, 1996) use the lexical informationand (Magerman and Marcus, 1991; Magerman and Weir, 1992) use the contextual information for structural disambiguation.",(GTREF) use the lexical informationand REF use the contextual information for structural disambiguation.
A,P96-1025,C02-1112,1,"The features are extracted using a statistical parser (Collins, 1996), and consist of the head and modifiers of each phrase.","The features are extracted using a statistical parser TREF, and consist of the head and modifiers of each phrase."
A,P96-1025,E03-1051,0,"A typical current parser (e.g., statistical parsers such as (Collins, 1996; Ratnaparkhi, 1997; Charniak, 2000)) interleaves PP attachment with all its other disambiguation tasks.","A typical current parser (e.g., statistical parsers such as (GTREF) interleaves PP attachment with all its other disambiguation tasks."
